BRAHMS,COLLECTOR,NUMBER,SPECIES,COUNTRY,MAJORAREA,LOCNOTES,LLRES,QDS,LATDEC,LONGDEC,updatedProv,Check
1005467,"Thode, J.",s.n.,Chironia palustris Burch. subsp. transvaalensis (Gilg) I.Ver,South Africa,Transvaal,Botsabelo. near Little Olifants River.,,,0,0,,
1005470,"Duthie, A.V.",1092,Chironia tetragona L.f.,South Africa,Transvaal,Forest Hill.,,,0,0,,
1006175,"Markotter, E.I.",s.n.,Polygala virgata Thunb. var. virgata,South Africa,Transvaal,N Tranvaal. Kloofsig near Dawiesville,,,0,0,,
1006204,"Buitendag, E.L.",481,Polygala virgata Thunb. var. virgata,South Africa,Transvaal,"Komatipoort.  Barbeton, ½ mile from Agnes mine, at the bottom of the south western slope.",1/4dg,2531CC,-25.87166,31.12166,Mpumalanga,y
1006205,"Compton, R.H.",18054,Polygala virgata Thunb. var. virgata,South Africa,Transvaal,Soutpansberg.,,,0,0,Limpopo,y
1006208,"Nel, G.C.",32,Polygala virgata Thunb. var. virgata,South Africa,Transvaal,Letaba.  Diggers rest.,,,0,0,Limpopo,y
1007190,"Louw, W.J.",2203,Aptosimum lineare Marloth & Engl. var. lineare [9],South Africa,Transvaal,Mica. Eastern Transvaal.,,,0,0,,
1007271,"Schlechter, F.R.R.",4572,Peliostomum leucorrhizum E.Mey. ex Benth.,South Africa,Transvaal,Mailas Kop.,,,0,0,,
1008065,"Sonntag, A.E.",s.n.,Haemanthus humilis Jacq. subsp. hirsutus (Baker) Snijman,South Africa,Transvaal,Middelburg.,1/4dg,3125AC,-31.37166,25.12166,,
1008066,"van Wyk, J.",s.n.,Haemanthus humilis Jacq. subsp. hirsutus (Baker) Snijman,South Africa,Transvaal,Bultfontein.,,,0,0,Free State,y
1008256,"McNeil, P.G.",s.n.,Nerine platypetala McNeil,South Africa,Transvaal,Volksrust.,50k,2729BB,-27.22366,29.88433,Mpumalanga,y
1008275,"Gillett, J.B.",3056,Nerine laticoma (Ker Gawl.) T.Durand & Schinz,South Africa,Transvaal,West of Messina. Botanical Reserve Dongola.,,,0,0,Limpopo,y
1008336,"Schlechter, F.R.R.",4092,Harveya huttonii Hiern,South Africa,Transvaal,In area near Botsabelo.,,,0,0,,
1008916,"Markotter, E.I.",s.n.,Aristea torulosa Klatt,South Africa,Transvaal,Kloofsig near Daviesville,,,0,0,,
1012870,"Thorncroft, G.",25516,Moraea galpinii (Baker) N.E.Br.,South Africa,Transvaal,Barberton. Altitude 3 - 4000 ft.,,,0,0,Mpumalanga,y
1013804,Unknown,s.n.,Scadoxus puniceus (L.) Friis & Nordal,South Africa,Transvaal,Fountains Valley. Pretoria.,,,0,0,Gauteng,y
1013838,"Codd, L.E.W.",s.n.,Boophone disticha (L.f.) Herb.,South Africa,Transvaal,Pretoria. On the farm of the University of Pretoria.,1/4dg,2528CB,-25.62166,28.37166,Gauteng,y
1014019,"Hugo, E.",s.n.,Nerine laticoma (Ker Gawl.) T.Durand & Schinz,South Africa,Transvaal,Standerton.,1/4dg,2629CD,-26.87166,29.37166,Mpumalanga,
1014905,"Rudatis, H.H.",s.n.,Lapeirousia sandersonii Baker,South Africa,Transvaal,Middelberg. Steenkamp berge.,,,0,0,,
1014906,"Thode, J.",5103,Lapeirousia sandersonii Baker,South Africa,Transvaal,Belfast. Altitude ca. 6000 ft.,,,0,0,Mpumalanga,y
1014907,"Rogers, F.A.",24146,Lapeirousia sandersonii Baker,South Africa,Transvaal,Pretoria Dist. Premier Mine.,,,0,0,Gauteng,y
1014908,"Sonntag, A.E.",s.n.,Lapeirousia sandersonii Baker,South Africa,Transvaal,Middelburg.,,,0,0,,
1014910,"Rogers, F.A.",24146,Lapeirousia sandersonii Baker,South Africa,Transvaal,Pretoria district. Premier Mine.,,,0,0,Gauteng,y
1015314,"Louw, W.J.",2215,Justicia flava (Vahl) Vahl,South Africa,Transvaal,Transvaal.,,,0,0,,
1015354,"Rudatis, H.H.",2567,Babiana bainesii Baker,South Africa,Transvaal,Middelburg.,,,0,0,,
1015476,"Lewis, G.J.",6174,Gladiolus ferrugineus Goldblatt & J.C.Manning,South Africa,Transvaal,Transvaal. Pilgrims Rest. Graskop near Kowyns Pass.,,,0,0,Mpumalanga,y
1015477,"McNeil, P.G.",s.n.,Gladiolus crassifolius Baker,South Africa,Transvaal,Lydenburg. Strydom Tunnel area.,,,0,0,Mpumalanga,y
1015478,"McNeil, P.G.",s.n.,Gladiolus crassifolius Baker,South Africa,Transvaal,Lydenburg. Strydom Tunnel area.,,,0,0,Mpumalanga,y
1015484,Bayliss,717,Gladiolus hollandii L.Bolus,South Africa,Transvaal,Komatipoort. Lydenburg. 5½ miles S of Nelspruit.,,,0,0,Mpumalanga,y
1015485,Bayliss,717,Gladiolus hollandii L.Bolus,South Africa,Transvaal,Komatipoort. Lydenburg. 5½ miles S of Nelspruit.,,,0,0,Mpumalanga,y
1015486,Bayliss,717,Gladiolus hollandii L.Bolus,South Africa,Transvaal,Komatipoort. Lydenburg. 5½ miles S of Nelspruit.,,,0,0,Mpumalanga,y
1015487,Bayliss,717,Gladiolus hollandii L.Bolus,South Africa,Transvaal,Komatipoort. Lydenburg. 5½ miles S of Nelspruit.,,,0,0,Mpumalanga,y
1015489,"Goldblatt, P.",9844,Gladiolus serpenticola Goldblatt & J.C.Manning,South Africa,Transvaal,Lydenburg. Serpentine hills south of Nelspruit near Noordkaap River bridge.,1/4dg,2530DB,-25.62166,30.87166,Mpumalanga,
1015492,"Goldblatt, P.",10874,Gladiolus exiguus G.J.Lewis,South Africa,Transvaal,"Lydenburg. Makubelaan Estate SE of Lydenburg, on top of Makubelaan Mt.",1dg,2530,-25.5,30.5,Mpumalanga,y
1015493,"Goldblatt, P.",10643A,Gladiolus exiguus G.J.Lewis,South Africa,Transvaal,Lydenburg. Slopes of Long Tom Pass ca.13 km from Lydenburg.,1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,
1015494,Unknown,s.n.,Gladiolus exiguus G.J.Lewis,South Africa,Transvaal,Lydenburg. Mt Anderson.,,,0,0,Mpumalanga,y
1015495,Mauve,3219,Gladiolus exiguus G.J.Lewis,South Africa,Transvaal,Lydenburg. Mt Anderson in alpine grassland.,1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,
1015535,"McNeil, P.G.",s.n.,Gladiolus densiflorus Baker,South Africa,Transvaal,Tzaneen. Pietersbrug. Letaba. 'Cyperus' Altitude 3500-4500 ft.,,,0,0,Limpopo,y
1015536,Mauve,3271,Gladiolus densiflorus Baker,South Africa,Transvaal,Tzaneen. Bank beside road ½ m E. of Magoebaskloof Hotel. Altitude c 4000 ft.,1/4dg,2330CC,-23.87166,30.12166,,
1015546,"Scheepers, J.C.",967,Gladiolus ferrugineus Goldblatt & J.C.Manning,South Africa,Transvaal,Tzaneen. Sour mountain grassveld. Glade on top of escarpment. Grootbos Govt. Forester's Residence. Altitude c. 5350 ft.,1/4dg,2330CA,-23.62166,30.12166,,
1015547,"Codd, L.E.W.",9856,Gladiolus ferrugineus Goldblatt & J.C.Manning,South Africa,Transvaal,Lydenburg. 9 miles E of Draaikraal near top of Steenkampsberg.,1/4dg,2530AA,-25.12166,30.12166,Mpumalanga,y
1015548,"Scheepers, J.C.",952,Gladiolus ferrugineus Goldblatt & J.C.Manning,South Africa,Transvaal,Tzaneen. Westfalia Estate. Altitude c. 4750 ft.,1/4dg,2330CA,-23.62166,30.12166,,
1015569,Reynolds,5896,Gladiolus varius F.Bolus,South Africa,Transvaal,12 miles E. of Lydenburg. Mnt Anderson.,,,0,0,Mpumalanga,y
1015577,"Devenish, N.J.",852,Gladiolus appendiculatus G.J.Lewis,South Africa,Transvaal,Wakkerstroom. Oshoek.,,,0,0,Mpumalanga,y
1015581,Mauve,3218,Gladiolus calcaratus G.J.Lewis,South Africa,Transvaal,"Lydenburg. Mount Anderson near the top 4 free leaves, rest sheating.",1/4dg,2530AB,-25.12166,30.37166,Mpumalanga,
1015614,"Hardcastle, W.N.B.",403,Gladiolus dalenii Van Geel subsp. dalenii,South Africa,Transvaal,Johannesburg. Crown Mines.,,,0,0,Gauteng,y
1015615,Smuts,2544,Gladiolus dalenii Van Geel subsp. dalenii,South Africa,Transvaal,Pretoria. Kooikop. Bank of Elandsriver.,,,0,0,Gauteng,y
1015618,"McNeil, P.G.",s.n.,Gladiolus dalenii Van Geel subsp. dalenii,South Africa,Transvaal,Zebediela. Pietersburg. 6 miles S of Pietersburg on Chumiespoort road.,,,0,0,Limpopo,y
1015627,"Rousseaue, F.",s.n.,Gladiolus dalenii Van Geel subsp. dalenii,South Africa,Transvaal,Pietersburg. Magoebaskloof.,,,0,0,Limpopo,y
1015629,"Mauve, A.A.",4519,Gladiolus dalenii Van Geel subsp. dalenii,South Africa,Transvaal,Wakkerstroom. 5 miles W. of Wakkerstroom on road to Amersfoort.,1/4dg,2730AC,-27.37166,30.12166,Mpumalanga,y
1015644,"Markotter, E.I.",s.n.,Gladiolus dalenii Van Geel subsp. dalenii,South Africa,Transvaal,Kloofsig near Daviesville.,,,0,0,,
1015902,"Marais, E.M.",s.n.,Gladiolus pretoriensis Kuntze,South Africa,Transvaal,Pretoria.,,,0,0,Gauteng,y
1015905,"Schumann, I.",4,Gladiolus pretoriensis Kuntze,South Africa,Transvaal,Pretoria. Near Hartebeespoortdam.,,,0,0,Gauteng,y
1015906,"Schumann, I.",4,Gladiolus pretoriensis Kuntze,South Africa,Transvaal,Pretoria. Near Hartebeespoortdam.,,,0,0,Gauteng,y
1015911,Unknown,s.n.,Gladiolus vernus Oberm.,South Africa,Transvaal,Blyde River Canyon.,,,0,0,,
1016320,"Rogers, F.A.",20687,Gladiolus maculatus Sweet,South Africa,Transvaal,Wolmaranstad.,,,0,0,,
1016672,Smuts,2252,Gladiolus longicollis Baker subsp. longicollis,South Africa,Transvaal,Pilgrims Rest.  Above Mac-Mac Kloof.  Found from here to summit of Maushsberg.,,,0,0,Mpumalanga,y
1016674,Smuts,2302,Gladiolus longicollis Baker subsp. longicollis,South Africa,Transvaal,"Pilgrims Rest.  Mauchsberg, Sabie.  From above Mac Mac to summit.",,,0,0,Mpumalanga,y
1019507,"Bos, J.J.",1190,Freesia grandiflora (Baker) Klatt,South Africa,Transvaal,"Letaba. Westfalia estate by Duiwelskloof, between grasses in shade.",,,0,0,Limpopo,y
1019540,Smuts,2489,Freesia laxa (Thunb.) Goldblatt & J.C.Manning subsp. laxa,South Africa,Transvaal,Lydenburg. Sabie rd. - 4 miles up Kloof.  Alt: c 5000.,,,0,0,Mpumalanga,y
1019541,Smuts,2197,Freesia laxa (Thunb.) Goldblatt & J.C.Manning subsp. laxa,South Africa,Transvaal,Belfast. Somerset farm. Schoemanskloof. Side valley N - S. Alt.c 4500.,,,0,0,Mpumalanga,y
1019542,Smuts,2346,Freesia laxa (Thunb.) Goldblatt & J.C.Manning subsp. laxa,South Africa,Transvaal,"Pilgrims Rest. Causeway, Bushbuck Ridge. Low veld, Bank of Sand River.",,,0,0,Mpumalanga,y
1020154,Unknown,s.n.,Gladiolus permeabilis D.Delaroche subsp. edulis (Burch. ex K,South Africa,Transvaal,De la Roche (Northern Province).,,,0,0,,
1020758,Heydorn,99,Tritonia nelsonii Baker,South Africa,Transvaal,Johannesburg. Kensington Ridge.,1/4dg,2628CB,-26.62166,28.37166,Gauteng,y
1020847,de Vos,2449,Crocosmia aurea (Pappe ex Hook.) Planch. subsp. aurea,South Africa,Transvaal,Nelspruit. Original locality unknown.,1/4dg,2530BD,-25.37166,30.87166,Mpumalanga,
1020848,de Vos,2449,Crocosmia aurea (Pappe ex Hook.) Planch. subsp. aurea,South Africa,Transvaal,Nelspruit. Original locality unknown.,1/4dg,2530BD,-25.37166,30.87166,Mpumalanga,
1023830,Unknown,s.n.,Eulophia petersii (Rchb.f.) Rchb.f.,South Africa,Transvaal,Eastern Transvaal.,,,0,0,,
1024395,"Markotter, E.I.",s.n.,Hilliardiella aristata (DC.) H.Rob.,South Africa,Transvaal,Between Kloofsig and Daviesville.,,,0,0,,
1026686,"Rudatis, A.G.H.",2562,Alectra sessiliflora (Vahl) Kuntze,South Africa,Transvaal,Transvaal. Middelburg. Alt.: 4500 ft.,1dg,2529,-25.5,29.5,,
1026692,"Visser, J.",249,Alectra parvifolia (Engl.) Schinz,South Africa,Transvaal,Witbank.  Loskopdam.,1/4dg,2529AD,-25.37166,29.37166,Mpumalanga,y
1026712,Malan,257,Alectra sessiliflora (Vahl) Kuntze var. sessiliflora [9],South Africa,Transvaal,Bethal.,,,0,0,Mpumalanga,y
1026715,Schlechter,4458,Unknown,South Africa,Transvaal,Houtboschberg.,,,0,0,,
1026721,"Visser, J.",347,Alectra orobanchoides Benth.,South Africa,Transvaal,"Transvaal. Rustenberg. On the road from Derby, 30 km after Rustenberg.",1/4dg,2527CA,-25.62166,27.12166,North West,y
1026724,"Visser, J.",354,Alectra orobanchoides Benth.,South Africa,Transvaal,Transvaal. Pietersburg. Turn off to Dap Naude Dam on Pietersburg - Tzaneen road.,1/4dg,2329CD,-23.87166,29.37166,Limpopo,y
1026726,Schlechter,4314,Alectra orobanchoides Benth.,South Africa,Transvaal,Moord Drift.,,,0,0,,
1030489,"Smuts, J.C.",s.n.,Nemesia fruticans (Thunb.) Benth.,South Africa,Transvaal,Transvaal.,,,0,0,,
1030559,Smuts,2432,Nemesia fruticans (Thunb.) Benth.,South Africa,Transvaal,Pilgrims Rest. Mount Anderson. West of Anderson pass. Altitude c.6000 ft.,,,0,0,Mpumalanga,y
1030561,Smuts,3017,Nemesia fruticans (Thunb.) Benth.,South Africa,Transvaal,Rooikop by Elands River.,,,0,0,,
1030562,Smuts,3017,Nemesia fruticans (Thunb.) Benth.,South Africa,Transvaal,Rooikop by Elands River.,,,0,0,,
1030563,Smuts,3017,Nemesia fruticans (Thunb.) Benth.,South Africa,Transvaal,Rooikop by Elands River.,,,0,0,,
1032020,"Goldblatt, P.",9836,Hesperantha schlechteri (Baker) R.C.Foster,South Africa,Transvaal,"Lydenburg. Top of Long Tom Pass, hilltops and slopes.",1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,
1036858,"Bruyns, P.V.",7780,Huernia quinta (E.Phillips) A.C.White & B.Sloane,South Africa,Transvaal,"Transvaal.  Vaalwater, 21 km S of Bulge River.",1/4dg,2427BC,-24.37166,27.62166,,
1037292,"Jacobsen, W.",4383,Asplenium ramlowii Hieron.,South Africa,Transvaal,Pilgrim's Rest District.,1/4dg,2430DB,-24.62166,30.87166,Mpumalanga,y
1039940,"McMurtry, D.",12133,Resnova pilosa Van der Merwe,South Africa,Transvaal,"Roossenekal. 6 km E of Roossenekal, on road to 'Die Berg' : N side of road. 25°13'256'S: 29°58'902'E.",1/4dg,2529BB,-25.12166,29.87166,,
1040907,"Rudatis, H.H.",1363,Lycopodiella caroliniana (L.) Pic.Serm.,South Africa,Transvaal,Alexandra City,,,0,0,,
1041102,"Fusslein, R.",s.n.,Lycopodiella cernua (L.) Pic.Serm.,South Africa,Transvaal,Zoutpansberg. De Hoek near Harmentsburg.,,,0,0,,
1041150,Schweickerdt,s.n.,Lycopodiella cernua (L.) Pic.Serm.,South Africa,Transvaal,Rustenburg.,,,0,0,North West,y
1041425,"Rudatis, H.H.",2531,Selaginella dregei (C.Presl) Hieron.,South Africa,Transvaal,Steenkamp.Middleburg,,,0,0,,
1041583,"Taylor, H.C.",8510,Osmunda regalis L.,South Africa,Transvaal,"Rustenberg. Transvaal. Tonkwane, Magaliesaberg. Altitude.: c. 1400m.",1/4dg,2527DC,-25.87166,27.62166,,
1044588,"Glen, H.F.",1217,Apium graveolens L.,South Africa,Transvaal,"Transvaal. Rooihuiskraal, Verwoerdburg. In collector's garden.",1/4dg,2528CC,-25.87166,28.12166,,
1044969,"Thorncroft, G.",19175,Barleria ovata E.Mey. ex Nees,South Africa,Transvaal,"E. Transvaal, S. Africa.  Alt. 3 000 ft.",,,0,0,,
1045702,"Buitendag, E.L.",550,Gnidia kraussiana Meisn.,South Africa,Transvaal,"Transvaal.  Lydenberg, 8.8 miles from Nelspruit City Hall, Ferreira Street, ext. Uitkyk road.",1/4dg,2530BD,-25.37166,30.87166,Mpumalanga,
1045719,"Smuts, J.C.",s.n.,Gnidia caffra (Meisn.) Gilg,South Africa,Transvaal,Doornkloof.,1/4dg,2528CC,-25.87166,28.12166,,
1045762,"Buitendag, E.L.",171,Gnidia capitata L.f.,South Africa,Transvaal,"Transvaal.  Lydenberg.  Lowveld Botanic Garden, Nelspruit.",1/4dg,2530BD,-25.37166,30.87166,Mpumalanga,
1045814,"Swart, L.C.",s.n.,Gnidia capitata L.f.,South Africa,Transvaal,Tvl.  Lagersdrift.,1/4dg,2529BD,-25.37166,29.87166,,
1045816,"Buitendag, E.L.",742,Gnidia kraussiana Meisn.,South Africa,Transvaal,"Transvaal.  Lydenberg.  Hilltop Farm, 6 miles from Nelspruit.  Barberton road.  Turn off to Hermansburg.",1/4dg,2530BD,-25.37166,30.87166,Mpumalanga,
1045817,"Smuts, J.C.",s.n.,Gnidia capitata L.f.,South Africa,Transvaal,Premier Mine.,1/4dg,2528DA,-25.62166,28.62166,,
1047066,"de Villiers, A.",s.n.,Hypoxis argentea Harv. ex Baker var. sericea Baker,South Africa,Transvaal,"Magaliesberg, Stonehill Farm, ±2½ miles NE of Magaliesberg on road to Johannesburg.",1/4dg,2527CA,-25.62166,27.12166,North West|Gauteng,y
1050111,"Venter, F.","11,183",Brachystelma inconspicuum S.Venter,South Africa,Transvaal,Vaalwater. Farm Kliphoek 636 LR.,1/4dg,2328CD,-23.87166,28.37166,,
1050524,Wessels,STEU 27315,Crepidomanes melanotrichum (Schltdl.) J.P.Roux,South Africa,Transvaal,"Transvaal, Mid.veldt, Streams.",,,0,0,,
1050558,"Schweickerdt, E.",s.n.,Didymoglossum reptans (Sw.) C.Presl,South Africa,Transvaal,Zoutpansberg. De Hoek.,,,0,0,,
1051392,"Ferreira, N.A.",STE 31125,Cheilanthes contracta (Kunze) Mett. ex Kuhn,South Africa,Transvaal,N. Transvaal. [Locality very questionable - Schelpe 1980].,,,0,0,,
1053982,"Venter, M.",s.n.,Heliophila sp.,South Africa,Transvaal,"Heidelberg, Trasvaal.",1/4dg,2628AD,-26.37166,28.37166,,
1058165,"Oliver, E.G.H.",7667,Ischyrolepis schoenoides (Kunth) H.P.Linder,South Africa,Transvaal,"East Transvaal, Kaapsche Hoop.",1/4dg,2530DB,-25.62166,30.87166,Mpumalanga,
1064874,"Repton, J.E.",5772,Protea welwitschii Engl.,South Africa,Transvaal,Pretoria Dist. Near Premier Mine. Sybrandskraal Road.,1/4dg,2528DD,-25.87166,28.87166,Gauteng,y
1066803,"Haygarth, W.J.",STEU NO 9465,Protea roupelliae Meisn.,South Africa,Transvaal,Krantz Kloof.,1/4dg,2430DC,-24.87166,30.62166,,
1066870,"Walters, C.M.",137,Protea roupelliae Meisn.,South Africa,Transvaal,On the turnoff to The Three Rondavels. Blyderivierpoort Nature Reserve.,1/4dg,2430DB,-24.62166,30.87166,,
1068406,"Humbert, H.",s.n.,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,"Transvaal. Drakensberg Range, Mount Anderson A L'Ouest De Sabie.",1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,y
1068413,"Humbert, H.",11019,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,"Transvaal. Drakensberg Range, Mount Anderson A L'Ouest De Sabie.",1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,y
1068414,"Humbert, H.",10893,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,"Transvaal. Drakensberg Range, Mount Anderson A L'Ouest De Sabie.",1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,y
1068450,"Schlechter, F.R.R.",4115,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Transvaal. On hills near Berg Spruit.,1/4dg,2625DC,-26.87166,25.62166,North West,y
1068452,"Schumann, A.W.",618,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Transvaal. Farm Uys se Doorns overlooking Dwars Rivier Valley. (Witbank - Middelburg - Stoffberg - Roossenekal - Draaikraal - Zaaihoekfarm. Dawie & Ria Grobler.),,,0,0,Mpumalanga,y
1068474,"Marloth, R.",11757,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Transvaal. Middelburg Dist. Kloofs near Mission Station Botsebelo on Little Olifants River.,1/4dg,2529CB,-25.62166,29.37166,Mpumalanga,y
1068477,"Thode, J.",STEU 3672,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,"Transvaal. Middelburg, stony places round the village.",1/4dg,2529CD,-25.87166,29.37166,Mpumalanga,y
1068484,"Burtt Davy, J.",425,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,"Burgher's Pass, Pilgrim's Rest. Eastern slope of Drakensberg.",1/4dg,2430DD,-24.87166,30.87166,Mpumalanga,
1068493,"Repton, J.E.",5778,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Transvaal. Pretoria Dist. Premier Mine.,1/4dg,2528DD,-25.87166,28.87166,Gauteng,y
1068505,"Rudatis, H.H.",2565,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Transvaal. Middelburg. Olifantsrivier.,1/4dg,2529CD,-25.87166,29.37166,Mpumalanga,y
1068508,"Keet, J.D.M.",1414,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Rustenberg Dist. Koster Valley.,1/4dg,2526DB,-25.62166,26.87166,North West,
1068512,"Rudatis, H.H.",STEU 10592,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Transvaal. Middelburg. Steenkamp Berg.,1/4dg,2530AA,-25.12166,30.12166,,
1068514,"Oliver, E.G.H.",7312,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,"Sabie Dist. Long Tom Pass, east side below summit.",1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,y
1068515,"Oliver, E.G.H.",7169,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,"Barberton, slopes just N of Shiyalogubo Dam.",1/4dg,2531CB,-25.62166,31.37166,Mpumalanga,
1068521,"Repton, J.E.",s.n.,Erica drakensbergensis Guthrie & Bolus,South Africa,Transvaal,Transvaal. Bronkhortspruit Dist. Farm Rondepoortjie 149.,1/4dg,2528DC,-25.87166,28.62166,,
1074007,"Thompson, L.C.",s.n.,Leucospermum cuneiforme (Burm.f.) Rourke,South Africa,Transvaal,"Letaba Dist. On the Drakensberg escarpment, overlooking Sekororoo location, near the Downs, along  a stream on slopes facing range.",1/4dg,2330CC,-23.87166,30.12166,Limpopo,y
1074182,"Schreiber, S.R.",s.n.,Leucospermum cuneiforme (Burm.f.) Rourke,South Africa,Transvaal,Hort Natal.,,,0,0,,
1075922,"Taylor, H.C.",8511,Erica woodii Bolus var. woodii,South Africa,Transvaal,Magaliesberg. Tonkwane.,1/4dg,2527DC,-25.87166,27.62166,North West,y
1075928,"Rogers, F.A.",18561,Erica woodii Bolus var. woodii,South Africa,Transvaal,Lydenburg Div. Between Pilgrim's Rest and Sabie.,1/4dg,2430DD,-24.87166,30.87166,Mpumalanga,
1075964,"Schumann, A.W.",434A,Erica woodii Bolus var. woodii,South Africa,Transvaal,"Farm Modderfontein, 4 km due S of Kroondal. Magaliesberg foothills.",1/4dg,2527CD,-25.87166,27.37166,North West,y
1077334,"Ackermann, D.",J.44011,Erica revoluta (Bolus) L.E.Davidson,South Africa,Transvaal,"Lydenburg. Near Machadadorp, Schoonwater Farm.",1/4dg,2530CB,-25.62166,30.37166,Mpumalanga,
1077335,"Rogers, F.A.",22991,Erica revoluta (Bolus) L.E.Davidson,South Africa,Transvaal,Lydenburg Div. Between Pilgrim's Rest and Sabie.,1/4dg,2530BB,-25.12166,30.87166,Mpumalanga,
1077337,"Davidson, L.E.",J40737,Erica revoluta (Bolus) L.E.Davidson,South Africa,Transvaal,"E. Transvaal. Belvedere Farm 26, Pilgrims Rest area. Blyde Reserve.",1/4dg,2430DB,-24.62166,30.87166,Mpumalanga,y
1077338,"Davidson, L.E.",3060,Erica revoluta (Bolus) L.E.Davidson,South Africa,Transvaal,Transvaal. Mount Sheba Nature Reserve.,1/4dg,2430DC,-24.87166,30.62166,,
1077339,"Venter, F.",12535,Erica revoluta (Bolus) L.E.Davidson,South Africa,Transvaal,"Graskop, farm Lisbon 531, Paradise Camp.",1/4dg,2430DD,-24.87166,30.87166,Mpumalanga,y
1077341,"Keet, J.D.M.",1121,Erica revoluta (Bolus) L.E.Davidson,South Africa,Transvaal,Lydenburg. The Peak.,1/4dg,2530AA,-25.12166,30.12166,Mpumalanga,y
1077342,"Humbert, H.",10976,Erica revoluta (Bolus) L.E.Davidson,South Africa,Transvaal,"Transvaal. Drakensberg Range, Mount Anderson A L'Ouest De Sabie.",1/4dg,2530BA,-25.12166,30.62166,Mpumalanga,y
1077635,"Rudatis, H.H.",STEU 20250,Gnidia sericocephala (Meisn.) Gilg ex Engl.,South Africa,Transvaal,Transvaal. Buffelsvlei Dist. Middelburg.,1/4dg,2430CD,-24.87166,30.37166,,
1078092,"Venter, F.",10859A,Erica holtii Schweick.,South Africa,Transvaal,Woodbush Forest Reserve. Above Naudé Dam.,1/4dg,2329DD,-23.87166,29.87166,,
1078098,"Du Plessis, S.S.",28534,Erica holtii Schweick.,South Africa,Transvaal,Lydenburg Dist. Kemps Heights.,1/4dg,2530BC,-25.37166,30.62166,Mpumalanga,
1081534,"Venter, F.",11129,Erica caffrorum Bolus var. caffrorum,South Africa,Transvaal,"Tzaneen. Farm Wolkberg, 634 1t, Serela Peak.",1/4dg,2430AA,-24.12166,30.12166,,
1081537,"Keet, J.D.M.",1360,Erica caffrorum Bolus var. caffrorum,South Africa,Transvaal,Pilgrims Rest Dist. Mariepskop. Bare soil on landslide.,1/4dg,2430DB,-24.62166,30.87166,Mpumalanga,y
1083032,"Wicht, C.L.",68,Asclepias cultriformis (Harv. ex Schltr.) Schltr.,South Africa,Transvaal,Transvaal. Belfast. Highwoods.,1/4dg,2530CA,-25.62166,30.12166,Mpumalanga,
1083050,"Thode, J.",STEU 8449,Asclepias albens (E.Mey.) Schltr.,South Africa,Transvaal,O.F.S. Zaaihoek.,1/4dg,2730BA,-27.12166,30.62166,Mpumalanga,y
1083051,"Rudatis, H.H.",99,Pentarrhinum insipidum E.Mey.,South Africa,Transvaal,Transvaal. Middelburg Dist. Buffelsvlei.,1/4dg,2529BA,-25.12166,29.62166,,
1083052,"Rudatis, H.H.",56,Stenostelma corniculatum (E.Mey.) Bullock,South Africa,Transvaal,Transvaal. Middelburg Dist. Buffelsvlei.,1/4dg,2529BA,-25.12166,29.62166,,
1083053,"Rudatis, H.H.",73,Aspidoglossum sp.,South Africa,Transvaal,Transvaal. Middelburg Dist. Buffelsvlei.,1/4dg,2529BA,-25.12166,29.62166,,
1083054,"Rudatis, H.H.",71,Raphionacme galpinii Schltr.,South Africa,Transvaal,Transvaal. Middelburg Dist. Buffelsvlei.,1/4dg,2529BA,-25.12166,29.62166,,
1083055,"Rudatis, H.H.",2626,Gomphocarpus fruticosus (L.) Aiton f. subsp. fruticosus,South Africa,Transvaal,Transvaal. Middelburg Dist. Wonderhoek.,1/4dg,2529DA,-25.62166,29.62166,Mpumalanga,y
1083056,"Rudatis, H.H.",203,Gomphocarpus fruticosus (L.) Aiton f. subsp. fruticosus,South Africa,Transvaal,Transvaal. Middelburg Dist. Buffelsvlei.,1/4dg,2529BA,-25.12166,29.62166,,
