BRAHMS,COLLECTOR,NUMBER,SPECIES,COUNTRY,MAJORAREA,LOCNOTES,LLRES,QDS,LATDEC,LONGDEC,updatedProv,Check
264573,"Reyer, G.",TRV 21019,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,WATERBERG DIST.; MAPELA,,,0,0,Limpopo,y
264575,"Schlechter, F.R.R.",4210,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,PIENAARS RIVER BRIDGE,,,0,0,,
264578,"Hutchinson, J.",2476,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,LOUW'S CREEK; KAFFERSKRAAL; 8 MI FROM LOUW'S CREEK TO BARBERTON,,,0,0,Mpumalanga,y
264586,"Codd, L.E.W.",3779,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,ZOUTPANSBERG DIST.; EPEDI HILL; DONGOLA RES 7.5 MI W OF DONGOLA CAMP,,,0,0,,
264589,"Schlechter, F.R.R.",3684,Crotalaria lotoides Benth.,South Africa,Transvaal,MAGALIESBERG,,,0,0,North West,
264600,"van Vuuren, D.R.J.",1345,Crotalaria lotoides Benth.,South Africa,Transvaal,PIETERSBURG DIST.; 24 MI W OF PIETERSBURG ROAD TO MATALAS LOCATION,,,0,0,Limpopo,y
264602,"Smith, C.A.",1165,Crotalaria lotoides Benth.,South Africa,Transvaal,PRETORIA DIST.; APIES RIVER; BELOW PRINSHOF,1/4dg,2528AD,-25.37166,28.37166,Gauteng,y
264604,"Louw, W.J.",247,Crotalaria lotoides Benth.,South Africa,Transvaal,MARICO NORTH,,,0,0,North West,y
264605,"Mogg, A.O.D.",16667,Crotalaria lotoides Benth.,South Africa,Transvaal,BRITS DIST.; HARTEBEESTPOORT FARM,,,0,0,North West,y
264606,"Pole-Evans, I.B.",3090(9),Crotalaria lotoides Benth.,South Africa,Transvaal,WATERBERG DIST.; POTGIETERSRUST TO ZEBEDIELA,,,0,0,Limpopo,y
264607,"Leendertz, R.",806,Crotalaria lotoides Benth.,South Africa,Transvaal,ZOUTPANSBERG; WATERVAL,,,0,0,,
264611,"Schlechter, F.R.R.",3684,Crotalaria lotoides Benth.,South Africa,Transvaal,MAGALIESBERG,,,0,0,North West,
264612,"Leendertz, R.",792,Crotalaria lotoides Benth.,South Africa,Transvaal,ROOIPLAAT,,,0,0,,
264619,Vet. Off.,M2300,Crotalaria lotoides Benth.,South Africa,Transvaal,WATERBERG DIST.; LANDMANSRUST,,,0,0,Limpopo,y
264626,"Grobbelaar, N.",427,Crotalaria lotoides Benth.,South Africa,Transvaal,20 MI N VAN PIETERSBURG OP PAD NA MAGOEBASKLOOF,,,0,0,Limpopo,y
264645,"Schweickerdt, H.G.W.J.",580,Crotalaria schinzii Baker f.,South Africa,Transvaal,ZOUTPANSBERG DIST.; ZOUTPANSBERG; AT FOOT OF ZOUTPANSBERG TO THE SE OF  PAN,,,0,0,,
264646,"Codd, L.E.W.",3885,Crotalaria schinzii Baker f.,South Africa,Transvaal,ZOUTPANSBERG DIST.; DONGOLA RES ERFRUST 716 3MI N OF DONGOLA CAMP,,,0,0,,
264648,"Codd, L.E.W.",3885,Crotalaria schinzii Baker f.,South Africa,Transvaal,ZOUTPANSBERG DIST.; DONGOLA RES ON FARM ERERUST 716 3 MI N OF DONGOLA CAMP,,,0,0,,
264653,"Codd, L.E.W.",3859,Crotalaria schinzii Baker f.,South Africa,Transvaal,ZOUTPANSBERG DIST.; LIMPOPO RIVER; DONGOLA RES ON FARM SCHRODA 616 AT HIPPO POOL,,,0,0,,
264656,"van der Schijff, H.P.",1821,Crotalaria schinzii Baker f.,South Africa,Transvaal,KRUGER NAT. PARK; OLIFANTS RIVER,,,0,0,,
264659,"Schlechter, F.R.R.",4589,Crotalaria schinzii Baker f.,South Africa,Transvaal,SAND RIVER,,,0,0,,
264660,"Mogg, A.O.D.",29066,Crotalaria schinzii Baker f.,South Africa,Transvaal,ZOUTPANSBERG; SUMMIT OF CLOUDEND MT,,,0,0,,
264666,"Schlieben, H-J E",9218,Crotalaria schinzii Baker f.,South Africa,Transvaal,SOUTPANSBERG DIST.; SOUTPANSBERG; FARM 253 10 KM N OF SOUTPAN,,,0,0,Limpopo,y
264667,"Grobbelaar, N.",882,Crotalaria schinzii Baker f.,South Africa,Transvaal,WATERPOORT; JOHANNA F UYS NAT RES,,,0,0,,
264680,"Mogg, A.O.D.",16667,Crotalaria lotoides Benth.,South Africa,Transvaal,BRITS DIST.; HARTEBEESTPOORT FARM,,,0,0,North West,y
264681,"Codd, L.E.W.",1104,Crotalaria lotoides Benth.,South Africa,Transvaal,KRUGERSDORP DIST.; PILANESBERG; DOORNHOEK FARM S SIDE OF BERG,1/4dg,2527AA,-25.12166,27.12166,Gauteng,y
264685,"Codd, L.E.W.",2276,Crotalaria lotoides Benth.,South Africa,Transvaal,PIETERSBURG DIST.; 19 MI N OF PIETERSBURG ON RD TO KALKBANK,,,0,0,Limpopo,y
264686,"Grobbelaar, N.",474,Crotalaria lotoides Benth.,South Africa,Transvaal,BETW GROBLERSDAL AND MARBLE HALL,,,0,0,Limpopo,y
264687,"Sidey, J.L.",1410,Crotalaria lotoides Benth.,South Africa,Transvaal,SPRINGBOK FLATS; WARMBATHS DIST.; TOWOOMBA PAST RES STA,,,0,0,,
264694,Thode,A403,Crotalaria lotoides Benth.,South Africa,Transvaal,CODRINGTON,,,0,0,,
264696,"van Dam, G.",PRE 54513,Crotalaria lotoides Benth.,South Africa,Transvaal,POTGIETERSRUST DIST.,,,0,0,,
264702,"Meeuse, A.D.J.",10452,Crotalaria lotoides Benth.,South Africa,Transvaal,WATERBERG DIST.; BETW ELLISRAS AND VILA NOVA ABOUT 12 MI E OF ELLISRAS,,,0,0,Limpopo,y
264761,"Repton, J.E.",2845,Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa,South Africa,Transvaal,PRETORIA DIST.; HARTEBEESTPOORT DAM; BELOW DAM WALL,1/4dg,2527DD,-25.87166,27.87166,Gauteng,y
264766,"Dyer, R.A.",3427,Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa,South Africa,Transvaal,BRITS DIST.; CROCODILE POORT,1/4dg,2527DB,-25.62166,27.87166,North West,y
264769,"Schlieben, H-J E",8277,Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa,South Africa,Transvaal,LOUIS TRICHARDT DIST; MARA,,,0,0,,
264780,"van Wyk, P.",4660,Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa,South Africa,Transvaal,KRUGER NAT. PARK; PRETORIUSKOP; KAMBAN,1dg,2531,-25.5,31.11666,,
264786,"Acocks, J.P.H.",8876,Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa,South Africa,Transvaal,WATERBERG DIST.; TOWOOMBA,,,0,0,Limpopo,y
264830,"Mauve, A.A.",4622,Nymphaea sp.,South Africa,Transvaal,VAAL RIVER; BETWEEN LANGDON BRIDGE AND BARRAGE,1dg,2627,-26.5,27.36666,,
264844,"Theron, G.K.",1900,Brasenia schreberi J.F.Gmel.,South Africa,Transvaal,DONKERHOEK; LOSKOP DAM; TUSSEN MIDDELBURG EN WITBANK,1dg,2529,-25.5,29.36666,Mpumalanga,y
264879,"Phillips, J.F.V.",588,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,HEKPOORT,1/4dg,2527DC,-25.87166,27.62166,,
264887,"van der Westhuizen, J.C.",264,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,POTCHEFSTROOM DIST.,,,0,0,North West,y
264891,"Wasserfall, E.",PRE 54476,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,WONDERBOOM RES.; SUMMIT,,,0,0,Gauteng,y
264898,"Mogg, A.O.D.",PRE 20411,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,PRETORIA; SILKAATSNEK,1/4dg,2527DB,-25.62166,27.87166,Gauteng,y
264900,"Dyer, R.A.",3924,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,MAGALIESBERG; RUSTENBURG; BREETS NEK,,,0,0,North West,y
264901,"Prosser, L.N.",1837,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,RUSTENBURG; TOP OF KLOOF,1/4dg,2527BA,-25.12166,27.62166,North West,y
264904,"Theron, J.J.",684,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,POTCHEFSTROOM DIST.; LAERSBERG,,,0,0,North West,y
264905,"Hutchinson, J.",2580,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,MAGALIESBERG; HORNS NEK,,,0,0,North West,y
264907,"Wells, M.J.",2383,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,KRUGERSDORP DIST.; JACK SCOTT PRIVATE NAT RES,,,0,0,Gauteng,y
264908,"van Vuuren, D.R.J.",496,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,MAGALIESBERG; BRITS DIST.; SCHEERPOORT,,,0,0,North West,y
264916,"Liebenberg, B.A.M.",S137,Dianthus mooiensis F.N.Williams subsp. kirkii (Burtt Davy) S,South Africa,Transvaal,GROOT MARICO DIST; SAMEKOMS; KLEIN MARICO RIVER,,,0,0,North West,y
264923,"Gillett, M.C.",4732,Dianthus sp.,South Africa,Transvaal,ZOUTPANSBERG,,,0,0,,
264939,"Galpin, E.E.",9833,Dianthus basuticus Burtt Davy subsp. basuticus var. grandifl,South Africa,Transvaal,WAKKERSTROOM DIST.; SUMMIT SOUTH HILL,,,0,0,Mpumalanga,y
265063,"van der Schijff, H.P.",3015,Aptenia lancifolia L.Bolus,South Africa,Transvaal,KRUGER NAT. PARK; BATLWANANE,1dg,2431,-24.5,31.5,,
265095,"Burtt Davy, J.",1815,Raphanus raphanistrum L.,South Africa,Transvaal,POTCHEFSTROOM DIST.; POTCHEFSTROOM FARM,,,0,0,North West,y
265099,"Burtt Davy, J.",856,Raphanus raphanistrum L.,South Africa,Transvaal,POTCHEFSTROOM DIST.; NR REPAT CAMP,,,0,0,North West,y
265157,"Leendertz, R.",372,Coronopus didymus (L.) Sm.,South Africa,Transvaal,PRETORIA; APIES RIVER,1/4dg,2528AD,-25.37166,28.37166,Gauteng,y
265162,"Hanekom, W.J.",1362,Coronopus didymus (L.) Sm.,South Africa,Transvaal,PRETORIA; LES MARAIS; CORELLILAAN 664,1dg,2528,-25.5,28.11666,Gauteng,y
265211,"Mogg, A.O.D.",806,Erucastrum griquense (N.E.Br.) O.E.Schulz,South Africa,Transvaal,LYDENBURG DIST; IRONSTONE FARM,,,0,0,Mpumalanga,y
265290,"Meeuse, A.D.J.",10018A,Crotalaria doidgeae I.Verd.,South Africa,Transvaal,PILGRIMS REST DIST.; NEAR VAALHOEK; 23 MI FROM GRASKOP ON VAALHOEK- BRANDDRAAI RD,,,0,0,Mpumalanga,y
265291,"De Winter, B.",2319,Crotalaria doidgeae I.Verd.,South Africa,Transvaal,POTGIETERSRUST DIST.; 21.5 MI FROM POTGIETERSRUST ON RD TO ZEBEDIELA,,,0,0,Limpopo,y
265293,"Coetzer, L.A.",143,Crotalaria doidgeae I.Verd.,South Africa,Transvaal,MARIEPSKOP; FORESTRY AREA NR NATIVE COMPOUND,1/4dg,2430DB,-24.62166,30.87166,,
265297,"de Feijter, C.",40,Crotalaria doidgeae I.Verd.,South Africa,Transvaal,Blyderivierspoort.,1/4dg,2430DB,-24.62166,30.87166,,
265326,"Galpin, E.E.",14282,Crotalaria recta Steud. ex A.Rich.,South Africa,Transvaal,PILGRIMS REST DIST.; BOURKES LUCK MINE; VALLEY AT BASE OF THREE SISTERS MT,1/4dg,2430DB,-24.62166,30.87166,Mpumalanga,y
265340,"Schlieben, H-J E",9272,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,SOUTPANSBERG DIST.; 30 MI E OF LOUIS TRICHARDT,,,0,0,Limpopo,y
265347,"Pole-Evans, I.B.",PRE 54546,Crotalaria longidens Burtt Davy ex I.Verd.,South Africa,Transvaal,MESSINA DIST,,,0,0,Limpopo,y
265348,"Prosser, L.N.",1913,Crotalaria longidens Burtt Davy ex I.Verd.,South Africa,Transvaal,HAENERTSBURG; IRON CROWN MT.,,,0,0,,
265349,"Pole-Evans, I.B.",PRE 54547,Crotalaria longidens Burtt Davy ex I.Verd.,South Africa,Transvaal,MESSINA DIST,,,0,0,Limpopo,y
265350,"McCallum, I.M.S.",13,Crotalaria longidens Burtt Davy ex I.Verd.,South Africa,Transvaal,PIETERSBURG DIST.,,,0,0,Limpopo,y
265359,"Acocks, J.P.H.",2302,Crotalaria monteiroi Taub. ex Baker f. var. monteiroi,South Africa,Transvaal,LETABA DIST; BETW LEYDSDORP AND MALATI,,,0,0,Limpopo,y
265360,"Barnard, W.G.",489,Crotalaria monteiroi Taub. ex Baker f. var. monteiroi,South Africa,Transvaal,SEKUKUNILAND; LYDENBURG DIST,,,0,0,Mpumalanga,y
265362,"Barnard, W.G.",183,Crotalaria monteiroi Taub. ex Baker f. var. monteiroi,South Africa,Transvaal,SEKUKUNILAND; LYDENBURG DIST.,,,0,0,Mpumalanga,y
265367,"Strey, R.G.",3221,Crotalaria monteiroi Taub. ex Baker f. var. monteiroi,South Africa,Transvaal,PILGRIMS REST DIST.; BRANDDRAAI,,,0,0,Mpumalanga,y
265370,"van der Schijff, H.P.",1264,Crotalaria monteiroi Taub. ex Baker f. var. monteiroi,South Africa,Transvaal,KRUGER NAT. PARK; MSAHALONG SPRUIT,,,0,0,,
265371,"Rauh, W.",9648,Crotalaria monteiroi Taub. ex Baker f. var. monteiroi,South Africa,Transvaal,LYDENBURG DIST; OHRIGSTAD,1/4dg,2430DA,-24.62166,30.62166,Mpumalanga,y
265378,"Barnard, W.G.",PRE 54534,Crotalaria monteiroi Taub. ex Baker f. var. monteiroi,South Africa,Transvaal,SEKUKUNILAND; LYDENBURG DIST,,,0,0,Mpumalanga,y
265500,"Nelson, W.C.",71,Nymphaea nouchali Burm.f. var. caerulea (Savigny) Verdc.,South Africa,Transvaal,WONDERFONTEIN,,,0,0,,
265504,"Leistner, O.A.",3469,Nymphaea nouchali Burm.f. var. caerulea (Savigny) Verdc.,South Africa,Transvaal,BLYDE RIVER CANYON N; STEENVELD FARM,1/4dg,2430BD,-24.37166,30.87166,,
265721,"Louw, W.J.",1364,Rapistrum rugosum (L.) All.,South Africa,Transvaal,POTCHEFSTROOM DIST; VAAL RIVER; WITKOP,,,0,0,North West,y
265722,"Gilmore, J.G.G.",2106,Rapistrum rugosum (L.) All.,South Africa,Transvaal,COALBROOK,,,0,0,,
265723,"Theron, J.J.",1100,Rapistrum rugosum (L.) All.,South Africa,Transvaal,POTCHEFSTROOM DIST.; KLIPDRIFT; E OF TOWN,,,0,0,North West,y
265747,"van der Schijff, H.P.",3147,Rorippa madagascariensis (DC.) Hara,South Africa,Transvaal,KRUGER NAT. PARK; SHINGWIDZI RIVER; LEBOMBODRIF,,,0,0,,
265748,"van der Schijff, H.P.",3166,Rorippa madagascariensis (DC.) Hara,South Africa,Transvaal,KRUGER NAT. PARK; SAMELOOP LIMPOPO EN LEVUBU RIVIERE,,,0,0,,
265755,"Verdoorn, I.C.",548,Rorippa nudiuscula Thell.,South Africa,Transvaal,FOUNTAINS VALLEY; S EWD,,,0,0,,
265757,"Burtt Davy, J.",7619,Rorippa nudiuscula Thell.,South Africa,Transvaal,LYDENBURG DIST,,,0,0,Mpumalanga,y
265759,Henrici,1081,Rorippa nudiuscula Thell.,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT FARM O CAMP,,,0,0,Mpumalanga,y
265763,"Bradfield, R.D.",314,Rorippa nudiuscula Thell.,South Africa,Transvaal,EAST RAND,,,0,0,,
265767,"Codd, L.E.W.",2164,Rorippa nudiuscula Thell.,South Africa,Transvaal,BWETHAL DIST; LESLIE; 2.5 MI E OF LESLIE,,,0,0,,
265768,"Henrici, M.G.A.",1492,Rorippa nudiuscula Thell.,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT 10 FARM,,,0,0,Mpumalanga,y
265770,"Gilliland, H.B.",MOSS 26849,Rorippa nudiuscula Thell.,South Africa,Transvaal,WITWATERSRAND; BOKSBURG SOUTH,,,0,0,Gauteng,y
265785,"Louw, W.J.",1099,Rorippa fluviatilis (E.Mey. ex Sond.) Thell. var. fluviatili,South Africa,Transvaal,POTCHEFSTROOM DIST.; MIMOSA PARK,1/4dg,2627CB,-26.62166,27.37166,North West,y
265786,"van der Schijff, H.P.",3299,Rorippa fluviatilis (E.Mey. ex Sond.) Thell. var. fluviatili,South Africa,Transvaal,KRUGER NAT. PARK; OLIFANTS RIVER,,,0,0,,
265790,"Sutton, J.D.",971,Rorippa fluviatilis (E.Mey. ex Sond.) Thell. var. fluviatili,South Africa,Transvaal,KRUGERSDORP DIST.; ZWARTRUGGENS,,,0,0,Gauteng,y
265791,Thode,A2785,Rorippa fluviatilis (E.Mey. ex Sond.) Thell. var. fluviatili,South Africa,Transvaal,WITBANK; ZONDAGSFONTEIN,,,0,0,Mpumalanga,y
265794,"Phillips, J.F.V.",PRE 29565,Rorippa fluviatilis (E.Mey. ex Sond.) Thell. var. fluviatili,South Africa,Transvaal,STANDERTON DIST.,,,0,0,Mpumalanga,y
265799,"Repton, J.E.",4549,Rorippa fluviatilis (E.Mey. ex Sond.) Thell. var. fluviatili,South Africa,Transvaal,BRONKHORSTSPRUIT DIS; NR RIVER AREA,,,0,0,Gauteng,y
265866,"Liebenberg, L.C.C.",2781,Crotalaria pallida Aiton var. obovata (G.Don) Polhill,South Africa,Transvaal,NELSPRUIT RES. STA.,,,0,0,Mpumalanga,y
265875,"Marsh, J.A.",17,Crotalaria pallida Aiton var. pallida,South Africa,Transvaal,NELSPRUIT DIST.; RD TO KAAPSCHEHOOP ABOVE SUNNYSIDE FARM,,,0,0,Mpumalanga,y
265877,"van der Schijff, H.P.",117,Crotalaria pallida Aiton var. pallida,South Africa,Transvaal,KRUGER NAT. PARK; SANI RIVER; AT GREEN PICKET,,,0,0,,
265883,"van Vuuren, D.R.J.",1220,Crotalaria pallida Aiton var. pallida,South Africa,Transvaal,LETABA DIST; TSANEEN; 5 MI E OF TSANEEN RD TO LEYDSDORP,,,0,0,Limpopo,y
265884,"Rogers, F.A.",23922,Crotalaria pallida Aiton var. pallida,South Africa,Transvaal,BARBERTON DIST,,,0,0,Mpumalanga,y
265987,"van der Schijff, H.P.",2184,Crotalaria burkeana Benth.,South Africa,Transvaal,KRUGER NAT. PARK; BLYDE RIVER?,,,0,0,,
265998,"Dahlstrand, K.A.",1626,Crotalaria lanceolata E.Mey. subsp. lanceolata,South Africa,Transvaal,DRUM ROCK HOTEL; HILL BEHIND DRUM ROCK HOTEL BETW. NELSPRUIT AND WHITE  RIVER,1dg,2530,-25.5,30.11666,Mpumalanga,y
266005,"McCallum, I.M.S.",137/096,Crotalaria lanceolata E.Mey. subsp. lanceolata,South Africa,Transvaal,PIETERSBURG DIST.; THABENA,,,0,0,Limpopo,y
266010,"Scheepers, J.C.",SKF 1560,Crotalaria lanceolata E.Mey. subsp. lanceolata,South Africa,Transvaal,DUIWELSKLOOF DIST.,,,0,0,,
266015,"Ihlenfeldt, H.-.D.",2359,Crotalaria lanceolata E.Mey. subsp. lanceolata,South Africa,Transvaal,KRUGER NAT. PARK; FIREBREAK RD. BETW. MATLA BANTU AND KLOKWENE,,,0,0,,
266021,"Grobbelaar, N.",1084,Crotalaria lanceolata E.Mey. subsp. lanceolata,South Africa,Transvaal,LANGS PAD TUSSEN BARBERTON EN KAAPSCHE HOOP,,,0,0,Mpumalanga,y
266165,"Vari, L.",PRE 54658,Delosperma sp.,South Africa,Transvaal,MAGALIESBERG MT.; RUSTENBURG DIST.; N. SLOPES OF MAGALIESBERG MT.,,,0,0,North West,y
266177,"Coetzee, B.J.",325,Delosperma leendertziae N.E.Br.,South Africa,Transvaal,SKEERPOORT RIVIER; UITKOMST 499 JQ PLAAS TUSSEN ONDERSTE DAMWAL BY DUNNINGKAMP EN DIE WATERVAL IN,1/4dg,2527DD,-25.87166,27.87166,,
266349,"Tait, J.",PRE 54628,Capsella bursa-pastoris (L.) Medik.,South Africa,Transvaal,POTCHEFSTROOM DIST.,,,0,0,North West,y
266350,"Beeton, H.W.",6,Capsella bursa-pastoris (L.) Medik.,South Africa,Transvaal,WAKKERSTROOM,,,0,0,Mpumalanga,
266409,Jeppe High School,PRE 29590,Lobularia maritima (L.) Desv.,South Africa,Transvaal,JOHANNESBURG DIST.; KENSINGTON,,,0,0,Gauteng,y
266436,"Coetzee, B.J.",239,Nasturtium officinale R.Br.,South Africa,Transvaal,UITKOMST 499 JQ; DIEPKLOOFSTROOM TUSSEN FONTEIN EN SWEMBAD,1/4dg,2527DD,-25.87166,27.87166,,
266438,"Coetzee, B.J.",377,Nasturtium officinale R.Br.,South Africa,Transvaal,UITKOMST 499 JQ; DUNNINGKAMP,1/4dg,2527DD,-25.87166,27.87166,,
266444,"Smith, C.A.",1436,Nasturtium officinale R.Br.,South Africa,Transvaal,PRETORIA; AAPIES RIVER; LEFT BANK OF RIVER ABOVE THE DRIFT,1/4dg,2528AD,-25.37166,28.37166,Gauteng,y
266449,"Louw, W.J.",1599,Nasturtium officinale R.Br.,South Africa,Transvaal,POTCHEFSTROOM DIST.; GERHARDUSMINNEBRON E,,,0,0,North West,y
266451,"van der Westhuizen, J.C.",245,Nasturtium officinale R.Br.,South Africa,Transvaal,POTCHEFSTROOM DIST.,,,0,0,North West,y
266452,"Verdoorn, I.C.",2024,Nasturtium officinale R.Br.,South Africa,Transvaal,ZOUTPANSBERG; IN POORT,,,0,0,,
266485,"Strey, R.G.",3547,Cardamine africana L.,South Africa,Transvaal,PILGRIMSREST DIST.; KOROGUS PASS,,,0,0,Mpumalanga,y
266487,"Codd, L.E.W.",10228,Cardamine africana L.,South Africa,Transvaal,MAGALIESBERG; RUSTENBURG DIST.; CEDARBERG KLOOF NR. BREEDTSNEK,,,0,0,North West,y
266488,"Pott-Leendertz, R.",4768,Cardamine africana L.,South Africa,Transvaal,HAENERTSBURG,,,0,0,,
266489,"Wager, H.A.",TRV 22961,Cardamine africana L.,South Africa,Transvaal,WOODBUSH,,,0,0,,
266490,"Moss, C.E.",123,Cardamine africana L.,South Africa,Transvaal,WITPOORTJIE FALLS,,,0,0,,
266552,"Rogers, F.A.",12855,Crotalaria burkeana Benth.,South Africa,Transvaal,KOMATI POORT,1/4dg,2531BD,-25.37166,31.87166,Mpumalanga,y
266562,"Hutchinson, J.",2690,Crotalaria burkeana Benth.,South Africa,Transvaal,NORTHERN TRANSVAAL; BLAAUWBERG; NE. END OF BLAAUWBERG,,,0,0,,
266576,Prov. Admin. Transvaal,PRE 54651,Crotalaria burkeana Benth.,South Africa,Transvaal,KROMDRAAI; NR. BARBERSPAN,,,0,0,,
266591,"Schlechter, F.R.R.",4228,Crotalaria barkae Schweinf. subsp. barkae,South Africa,Transvaal,VAALBOSCHFONTEIN,,,0,0,,
266610,"De Winter, B.",2263,Crotalaria pisicarpa Welw. ex Baker,South Africa,Transvaal,POTGIETERSRUST DIST.; BETW. PIENAARSRIVIER AND RUST DER WINTER,,,0,0,,
266612,"Schlechter, F.R.R.",4234,Crotalaria pisicarpa Welw. ex Baker,South Africa,Transvaal,VAALBOSCHFONTEIN,,,0,0,,
266613,"Codd, L.E.W.",999,Crotalaria pisicarpa Welw. ex Baker,South Africa,Transvaal,WATERBERG DIST; HERMANUSDOORNS; MOGOL RIVER 6 MI. E. OF HERMANUSDOORNS,,,0,0,Limpopo,y
266614,"Schlechter, F.R.R.",4234,Crotalaria pisicarpa Welw. ex Baker,South Africa,Transvaal,VAALBOSCHFONTEIN,,,0,0,,
266617,"Schlechter, F.R.R.",4234,Crotalaria pisicarpa Welw. ex Baker,South Africa,Transvaal,VAALBOSCHFONTEIN,,,0,0,,
266619,"Codd, L.E.W.",999,Crotalaria pisicarpa Welw. ex Baker,South Africa,Transvaal,WATERBERG DIST.; HERMANUSDOORNS; 6 MI. E. OF HERMANUSDOORNS IN MOGOL RIVER VALLEY,,,0,0,Limpopo,y
266621,"Sidey, J.L.",1412,Crotalaria pisicarpa Welw. ex Baker,South Africa,Transvaal,SPRINGBOK FLATS; WARMBATHS DIST.; TOWOOMBA N. EDGE OF SPRINGBOK FLATS,,,0,0,,
266685,"van der Schijff, H.P.",5672,Ceratophyllum muricatum Cham. subsp. muricatum,South Africa,Transvaal,KRUGER NAT. PARK; BUBUBU,,,0,0,,
266714,"Coetzee, B.J.",711,Clematis brachiata Thunb.,South Africa,Transvaal,TARENTAALKLOOF; UITKOMST 499 JQ. VOET VAN KRANSE,1/4dg,2527DD,-25.87166,27.87166,,
266715,"Coetzee, B.J.",731,Clematis brachiata Thunb.,South Africa,Transvaal,APIESKLOOF; UITKOMST 499 JQ BOLANGS IN APIESKLOOF,1/4dg,2527DD,-25.87166,27.87166,,
266724,"Henderson, M.R.",PRE 28365A,Clematis brachiata Thunb.,South Africa,Transvaal,FOUNTAINS; NR KIOSK ON GROENKLOOF RD,,,0,0,,
266725,"Henderson, M.D.",PRE 28365,Clematis brachiata Thunb.,South Africa,Transvaal,FOUNTAINS; NR KIOSK ON GROENKLOOF RD,,,0,0,,
266728,"van Vuuren, D.R.J.",243,Clematis brachiata Thunb.,South Africa,Transvaal,MAGALIESBERG; BRITS DIST.; JACKSONSTUIN,,,0,0,North West,y
266729,"Liebenberg, B.A.M.",S 127,Clematis brachiata Thunb.,South Africa,Transvaal,GROOT MARICO DIST; SAMEKOMS; ALONG KLEIN MARICO RIVER,,,0,0,North West,y
266732,"Devenish, N.J.",625,Clematis brachiata Thunb.,South Africa,Transvaal,PIET RETIEF DIST; MOOIHOEK,,,0,0,Mpumalanga,y
266734,"Schlieben, H-J E",10689,Clematis brachiata Thunb.,South Africa,Transvaal,ZOUTPANSBERG DIST.; LEJUMA PLATEAU; W END OF ZOUTPANSBERG,,,0,0,,
266735,"Devenish, N.J.",1252,Clematis brachiata Thunb.,South Africa,Transvaal,WAKKERSTROOM DIST.; TAFELKOP,,,0,0,Mpumalanga,y
266743,"Sidey, J.L.",3526,Clematis brachiata Thunb.,South Africa,Transvaal,WAKKERSTROOM DIST.; HLANGAPIES MTS.,,,0,0,Mpumalanga,y
266745,"Liebenberg, B.A.M.",96,Clematis brachiata Thunb.,South Africa,Transvaal,POTCHEFSTROOM DIST.; WELVERDIEND STA.; WONDERFONTEIN FARM SIDE OF SMALL HILL,1/4dg,2627AD,-26.37166,27.37166,North West,y
266746,"van der Schijff, H.P.",4586,Clematis brachiata Thunb.,South Africa,Transvaal,MARIEPSKOP DIST.; LOWER SLOPES,,,0,0,,
266747,"Playford, L.L.",PRE 17267,Clematis brachiata Thunb.,South Africa,Transvaal,RUSTENBURG; ELANDS RIVER,,,0,0,North West,y
266767,"Henrici, M.G.A.",1401,Clematis brachiata Thunb.,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT 10 FARM,,,0,0,Mpumalanga,y
266771,"Barnard, W.G.",909,Clematis brachiata Thunb.,South Africa,Transvaal,LYDENBURG DIST; HETFORT FARM,,,0,0,Mpumalanga,y
266772,"Galpin, E.E.",14418,Clematis brachiata Thunb.,South Africa,Transvaal,GRASKOP; KOWYNS PASS; AT BASE OF KOWYNS PASS,,,0,0,,
